"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valve.filter.x[1]","valve.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent"
0.049,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.05,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.051,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.052,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.053,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.054,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.055,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.056,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.057,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.058,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.059,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.06,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.061,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.062,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.063,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.064,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.065,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.066,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.067,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.068,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.069,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.07,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.071,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.072,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.073,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.074,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.075,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.076,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.077,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.078,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.079,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.08,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.081,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.082,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.083,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.084,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.085,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.086,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.087,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.088,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.089,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.09,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.091,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.092,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.093,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.094,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.095,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.096,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.097,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.098,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.099,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.1,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.101,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.102,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.103,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.104,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.105,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.106,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.107,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.108,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.109,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.11,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.111,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.112,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.113,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.114,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.115,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.116,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.117,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.118,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.119,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.12,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.121,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.122,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.123,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.124,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.125,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.126,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.127,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.128,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.129,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.13,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.131,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.132,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.133,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.134,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.135,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.136,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.137,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.138,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.139,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.14,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.141,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.142,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.143,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.144,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.145,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.146,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.147,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.148,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.149,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.15,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.151,113032.108473753,452687.111158725,113032.108473753,450562.881748479,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.152,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.153,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.154,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.155,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.156,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.157,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.158,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.159,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.16,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.161,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.162,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.163,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.164,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.165,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.166,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.167,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.168,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.169,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.17,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.171,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.172,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.173,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.174,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.175,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.176,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.177,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.178,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.179,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.18,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.181,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.182,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.183,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.184,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.185,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.186,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.187,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
0.188,113032.108473753,452687.111158725,113032.108473753,450562.88174848,113032.108473753,403249.873915863,113032.108473753,355936.751850348,1,1,0,1,2,1
