"time","nRXFERGATE.y"
0.3936,5
0.396,5
0.3984,5
0.4008,5
0.4032,5
0.4056,5
0.408,5
0.4104,5
0.4128,5
0.4152,5
0.4176,5
0.42,5
0.4224,5
0.4248,5
0.4272,5
0.4296,5
0.432,5
0.4344,5
0.4368,5
0.4392,5
0.4416,5
0.444,5
0.4464,5
0.4488,5
0.4512,5
0.4536,5
0.456,5
0.4584,5
0.4608,5
0.4632,5
0.4656,5
0.468,5
0.4704,5
0.4728,5
0.4752,5
0.4776,5
0.48,5
0.4824,5
0.4848,5
0.4872,5
0.4896,5
0.492,5
0.4944,5
0.4968,5
0.4992,5
0.5016,5
0.504,5
0.5064,5
0.5088,5
0.5112,5
0.5136,5
0.516,5
0.5184,5
0.5208,5
0.5232,5
0.5256,5
0.528,5
0.5304,5
0.5328,5
0.5352,5
0.5376,5
0.54,5
0.5424,5
0.5448,5
0.5472,5
0.5496,5
0.552,5
0.5544,5
0.5568,5
0.5592,5
0.5616,5
0.564,5
0.5664,5
0.5688,5
0.5712,5
0.5736,5
0.576,5
0.5784,5
0.5808,5
0.5832,5
0.5856,5
0.588,5
0.5904,5
0.5928,5
0.5952,5
0.5976,5
0.6,5
0.6024,5
0.6048,5
0.6072,5
0.6096,5
0.612,5
0.6144,5
0.6168,5
0.6192,5
0.6216,5
0.624,5
0.6264,5
0.6288,5
0.6312,5
0.6336,5
0.636,5
0.6384,5
0.6408,5
0.6432,5
0.6456,5
0.648,5
0.6504,5
0.6528,5
0.6552,5
0.6576,5
0.66,5
0.6624,5
0.6648,5
0.6672,5
0.6696,5
0.672,5
0.6744,5
0.6768,5
0.6792,5
0.6816,5
0.684,5
0.6864,5
0.6888,5
0.6912,5
0.6936,5
0.696,5
0.6984,5
0.7008,5
0.7032,5
0.7056,5
0.708,5
0.7104,5
0.7128,5
0.7152,5
0.7176,5
0.72,5
0.7224,5
0.7248,5
0.7272,5
0.7296,5
0.732,5
0.7344,5
0.7368,5
0.7392,5
0.7416,5
0.744,5
0.7464,5
0.7488,5
0.7512,5
0.7536,5
0.756,5
0.7584,5
0.7608,5
0.7632,5
0.7656,5
0.768,5
0.7704,5
0.7728,5
0.7752,5
0.7776,5
0.78,5
0.7824,5
0.7848,5
0.7872,5
0.7896,5
0.792,5
0.7944,5
0.7968,5
0.7992,5
0.8016,5
0.804,5
0.8064,5
0.8088,5
0.8112,5
0.8136,5
0.816,5
0.8184,5
0.8208,5
0.8232,5
0.8256,5
0.828,5
0.8304,5
0.8328,5
0.8352,5
0.8376,5
0.84,5
0.8424,5
0.8448,5
0.8472,5
0.8496,5
0.852,5
0.8544,5
0.8568,5
0.8592,5
0.8616,5
0.864,5
0.8664,5
0.8688,5
0.8712,5
0.8736,5
0.876,5
0.8784,5
0.8808,5
0.8832,5
0.8856,5
0.888,5
0.8904,5
0.8928,5
0.8952,5
0.8976,5
0.9,5
0.9024,5
0.9048,5
0.9072,5
0.9096,5
0.912,5
0.9144,5
0.9168,5
0.9192,5
0.9216,5
0.924,5
0.9264,5
0.9288,5
0.9312,5
0.9336,5
0.936,5
0.9384,5
0.9408,5
0.9432,5
0.9456,5
0.948,5
0.9504,5
0.9528,5
0.9552,5
0.9576,5
0.96,5
0.9624,5
0.9648,5
0.9672,5
0.9696,5
0.972,5
0.9744,5
0.9768,5
0.9792,5
0.9816,5
0.984,5
0.9864,5
0.9888,5
0.9912,5
0.9936,5
0.996,5
0.9984,5
1,5
1,5
1.0008,5
1.0032,5
1.0056,5
1.008,5
1.0104,5
1.0128,5
1.0152,5
1.0176,5
1.02,5
1.0224,5
1.0248,5
1.0272,5
1.0296,5
1.032,5
1.0344,5
1.0368,5
1.0392,5
1.0416,5
1.044,5
1.0464,5
1.0488,5
1.0512,5
1.0536,5
1.056,5
1.0584,5
1.0608,5
1.0632,5
1.0656,5
1.068,5
1.0704,5
1.0728,5
1.0752,5
1.0776,5
1.08,5
1.0824,5
1.0848,5
1.0872,5
1.0896,5
1.092,5
1.0944,5
1.0968,5
1.0992,5
1.1016,5
1.104,5
1.1064,5
1.1088,5
1.1112,5
1.1136,5
1.116,5
1.1184,5
1.1208,5
1.1232,5
1.1256,5
1.128,5
1.1304,5
1.1328,5
1.1352,5
1.1376,5
1.14,5
1.1424,5
1.1448,5
1.1472,5
1.1496,5
1.152,5
1.1544,5
1.1568,5
1.1592,5
1.1616,5
1.164,5
1.1664,5
1.1688,5
1.1712,5
1.1736,5
1.176,5
1.1784,5
1.1808,5
1.1832,5
1.1856,5
1.188,5
1.1904,5
1.1928,5
1.1952,5
1.1976,5
1.2,5
1.2024,5
1.2048,5
1.2072,5
1.2096,5
1.212,5
1.2144,5
1.2168,5
1.2192,5
1.2216,5
1.224,5
1.2264,5
1.2288,5
1.2312,5
1.2336,5
1.236,5
1.2384,5
1.2408,5
1.2432,5
1.2456,5
1.248,5
1.2504,5
1.2528,5
1.2552,5
1.2576,5
1.26,5
1.2624,5
1.2648,5
1.2672,5
1.2696,5
1.272,5
1.2744,5
1.2768,5
1.2792,5
1.2816,5
1.284,5
1.2864,5
1.2888,5
1.2912,5
1.2936,5
1.296,5
1.2984,5
1.3008,5
1.3032,5
1.3056,5
1.308,5
1.3104,5
1.3128,5
1.3152,5
1.3176,5
1.32,5
1.3224,5
1.3248,5
1.3272,5
1.3296,5
1.332,5
1.3344,5
1.3368,5
1.3392,5
1.3416,5
1.344,5
1.3464,5
1.3488,5
1.3512,5
1.3536,5
1.356,5
1.3584,5
1.3608,5
1.3632,5
1.3656,5
1.368,5
1.3704,5
1.3728,5
1.3752,5
1.3776,5
1.38,5
1.3824,5
1.3848,5
1.3872,5
1.3896,5
1.392,5
1.3944,5
1.3968,5
1.3992,5
1.4016,5
1.404,5
1.4064,5
1.4088,5
1.4112,5
1.4136,5
1.416,5
1.4184,5
1.4208,5
1.4232,5
1.4256,5
1.428,5
1.4304,5
1.4328,5
1.4352,5
1.4376,5
1.44,5
1.4424,5
1.4448,5
1.4472,5
1.4496,5
1.452,5
1.4544,5
1.4568,5
1.4592,5
1.4616,5
1.464,5
1.4664,5
1.4688,5
1.4712,5
1.4736,5
1.476,5
1.4784,5
1.4808,5
1.4832,5
1.4856,5
1.488,5
1.4904,5
1.4928,5
1.4952,5
1.4976,5
1.5,5
1.5024,5
1.5048,5
1.5072,5
1.5096,5
1.512,5
1.5144,5
1.5168,5
1.5192,5
1.5216,5
1.524,5
1.5264,5
1.5288,5
1.5312,5
1.5336,5
1.536,5
1.5384,5
1.5408,5
1.5432,5
1.5456,5
1.548,5
1.5504,5
1.5528,5
1.5552,5
1.5576,5
1.56,5
1.5624,5
1.5648,5
1.5672,5
1.5696,5
1.572,5
1.5744,5
1.5768,5
1.5792,5
1.5816,5
1.584,5
1.5864,5
1.5888,5
1.5912,5
1.5936,5
1.596,5
1.5984,5
1.6008,5
1.6032,5
1.6056,5
1.608,5
1.6104,5
1.6128,5
1.6152,5
1.6176,5
1.62,5
1.6224,5
1.6248,5
1.6272,5
1.6296,5
1.632,5
1.6344,5
1.6368,5
1.6392,5
1.6416,5
1.644,5
1.6464,5
1.6488,5
1.6512,5
1.6536,5
1.656,5
1.6584,5
1.6608,5
1.6632,5
1.6656,5
1.668,5
1.6704,5
1.6728,5
1.6752,5
1.6776,5
1.68,5
1.6824,5
1.6848,5
1.6872,5
1.6896,5
1.692,5
1.6944,5
1.6968,5
1.6992,5
1.7016,5
1.704,5
1.7064,5
1.7088,5
1.7112,5
1.7136,5
1.716,5
1.7184,5
1.7208,5
1.7232,5
1.7256,5
1.728,5
1.7304,5
1.7328,5
1.7352,5
1.7376,5
1.74,5
1.7424,5
1.7448,5
1.7472,5
1.7496,5
1.752,5
1.7544,5
1.7568,5
1.7592,5
1.7616,5
1.764,5
1.7664,5
1.7688,5
1.7712,5
1.7736,5
1.776,5
1.7784,5
1.7808,5
1.7832,5
1.7856,5
1.788,5
1.7904,5
1.7928,5
1.7952,5
1.7976,5
1.8,5
1.8024,5
1.8048,5
1.8072,5
1.8096,5
1.812,5
1.8144,5
1.8168,5
1.8192,5
1.8216,5
1.824,5
1.8264,5
1.8288,5
1.8312,5
1.8336,5
1.836,5
1.8384,5
1.8408,5
1.8432,5
1.8456,5
1.848,5
1.8504,5
1.8528,5
1.8552,5
1.8576,5
1.86,5
1.8624,5
1.8648,5
1.8672,5
1.8696,5
1.872,5
1.8744,5
1.8768,5
1.8792,5
1.8816,5
1.884,5
1.8864,5
1.8888,5
1.8912,5
1.8936,5
1.896,5
1.8984,5
1.9008,5
1.9032,5
1.9056,5
1.908,5
1.9104,5
1.9128,5
1.9152,5
1.9176,5
1.92,5
1.9224,5
1.9248,5
1.9272,5
1.9296,5
1.932,5
1.9344,5
1.9368,5
1.9392,5
1.9416,5
1.944,5
1.9464,5
1.9488,5
1.9512,5
1.9536,5
1.956,5
1.9584,5
1.9608,5
1.9632,5
1.9656,5
1.968,5
1.9704,5
1.9728,5
1.9752,5
1.9776,5
1.98,5
1.9824,5
1.9848,5
1.9872,5
1.9896,5
1.992,5
1.9944,5
1.9968,5
1.9992,5
2.0016,5
2.004,5
2.0064,5
2.0088,5
2.0112,5
2.0136,5
2.016,5
2.0184,5
2.0208,5
2.0232,5
2.0256,5
2.028,5
2.0304,5
2.0328,5
2.0352,5
2.0376,5
2.04,5
2.0424,5
2.0448,5
2.0472,5
2.0496,5
2.052,5
2.0544,5
2.0568,5
2.0592,5
2.0616,5
2.064,5
2.0664,5
2.0688,5
2.0712,5
2.0736,5
2.076,5
2.0784,5
2.0808,5
2.0832,5
2.0856,5
2.088,5
2.0904,5
2.0928,5
2.0952,5
2.0976,5
2.1,5
2.1024,5
2.1048,5
2.1072,5
2.1096,5
2.112,5
2.1144,5
2.1168,5
2.1192,5
2.1216,5
2.124,5
2.1264,5
2.1288,5
2.1312,5
2.1336,5
2.136,5
2.1384,5
2.1408,5
2.1432,5
2.1456,5
2.148,5
2.1504,5
2.1528,5
2.1552,5
2.1576,5
2.16,5
2.1624,5
2.1648,5
2.1672,5
2.1696,5
2.172,5
2.1744,5
2.1768,5
2.1792,5
2.1816,5
2.184,5
2.1864,5
2.1888,5
2.1912,5
2.1936,5
2.196,5
2.1984,5
2.2008,5
2.2032,5
2.2056,5
2.208,5
2.2104,5
2.2128,5
2.2152,5
2.2176,5
2.22,5
2.2224,5
2.2248,5
2.2272,5
2.2296,5
2.232,5
2.2344,5
2.2368,5
2.2392,5
2.2416,5
2.244,5
2.2464,5
2.2488,5
2.2512,5
2.2536,5
2.256,5
2.2584,5
2.2608,5
2.2632,5
2.2656,5
2.268,5
2.2704,5
2.2728,5
2.2752,5
2.2776,5
2.28,5
2.2824,5
2.2848,5
2.2872,5
2.2896,5
2.292,5
2.2944,5
2.2968,5
2.2992,5
2.3016,5
2.304,5
2.3064,5
2.3088,5
2.3112,5
2.3136,5
2.316,5
2.3184,5
2.3208,5
2.3232,5
2.3256,5
2.328,5
2.3304,5
2.3328,5
2.3352,5
2.3376,5
2.34,5
2.3424,5
2.3448,5
2.3472,5
2.3496,5
2.352,5
2.3544,5
2.3568,5
2.3592,5
2.3616,5
2.364,5
2.3664,5
2.3688,5
2.3712,5
2.3736,5
2.376,5
2.3784,5
2.3808,5
2.3832,5
2.3856,5
2.388,5
2.3904,5
2.3928,5
2.3952,5
2.3976,5
2.4,5
2.4024,5
2.4048,5
2.4072,5
2.4096,5
2.412,5
2.4144,5
2.4168,5
2.4192,5
2.4216,5
2.424,5
2.4264,5
2.4288,5
2.4312,5
2.4336,5
2.436,5
2.4384,5
2.4408,5
2.4432,5
2.4456,5
2.448,5
2.4504,5
2.4528,5
2.4552,5
2.4576,5
2.46,5
2.4624,5
2.4648,5
2.4672,5
2.4696,5
2.472,5
2.4744,5
2.4768,5
2.4792,5
2.4816,5
2.484,5
2.4864,5
2.4888,5
2.4912,5
2.4936,5
2.496,5
2.4984,5
2.5008,5
2.5032,5
2.5056,5
2.508,5
2.5104,5
2.5128,5
2.5152,5
2.5176,5
2.52,5
2.5224,5
2.5248,5
2.5272,5
2.5296,5
2.532,5
2.5344,5
2.5368,5
2.5392,5
2.5416,5
2.544,5
2.5464,5
2.5488,5
2.5512,5
2.5536,5
2.556,5
2.5584,5
2.5608,5
2.5632,5
2.5656,5
2.568,5
2.5704,5
2.5728,5
2.5752,5
2.5776,5
2.58,5
2.5824,5
2.5848,5
2.5872,5
2.5896,5
2.592,5
2.5944,5
2.5968,5
2.5992,5
2.6016,5
2.604,5
2.6064,5
2.6088,5
2.6112,5
2.6136,5
2.616,5
2.6184,5
2.6208,5
2.6232,5
2.6256,5
2.628,5
2.6304,5
2.6328,5
2.6352,5
2.6376,5
2.64,5
2.6424,5
2.6448,5
2.6472,5
2.6496,5
2.652,5
2.6544,5
2.6568,5
2.6592,5
2.6616,5
2.664,5
2.6664,5
2.6688,5
2.6712,5
2.6736,5
2.676,5
2.6784,5
2.6808,5
2.6832,5
2.6856,5
2.688,5
2.6904,5
2.6928,5
2.6952,5
2.6976,5
2.7,5
2.7024,5
2.7048,5
2.7072,5
2.7096,5
2.712,5
2.7144,5
2.7168,5
2.7192,5
2.7216,5
2.724,5
2.7264,5
2.7288,5
2.7312,5
2.7336,5
2.736,5
2.7384,5
2.7408,5
2.7432,5
2.7456,5
2.748,5
2.7504,5
2.7528,5
2.7552,5
2.7576,5
2.76,5
2.7624,5
2.7648,5
2.7672,5
2.7696,5
2.772,5
2.7744,5
2.7768,5
2.7792,5
2.7816,5
2.784,5
2.7864,5
2.7888,5
2.7912,5
2.7936,5
2.796,5
2.7984,5
2.8008,5
2.8032,5
2.8056,5
2.808,5
2.8104,5
2.8128,5
2.8152,5
2.8176,5
2.82,5
2.8224,5
2.8248,5
2.8272,5
2.8296,5
2.832,5
2.8344,5
2.8368,5
2.8392,5
2.8416,5
2.844,5
2.8464,5
2.8488,5
2.8512,5
2.8536,5
2.856,5
2.8584,5
2.8608,5
2.8632,5
2.8656,5
2.868,5
2.8704,5
2.8728,5
2.8752,5
2.8776,5
2.88,5
2.8824,5
2.8848,5
2.8872,5
2.8896,5
2.892,5
2.8944,5
2.8968,5
2.8992,5
2.9016,5
2.904,5
2.9064,5
2.9088,5
2.9112,5
2.9136,5
2.916,5
2.9184,5
2.9208,5
2.9232,5
2.9256,5
2.928,5
2.9304,5
2.9328,5
2.9352,5
2.9376,5
2.94,5
2.9424,5
2.9448,5
2.9472,5
2.9496,5
2.952,5
2.9544,5
2.9568,5
2.9592,5
2.9616,5
2.964,5
2.9664,5
2.9688,5
2.9712,5
2.9736,5
2.976,5
2.9784,5
2.9808,5
2.9832,5
2.9856,5
2.988,5
2.9904,5
2.9928,5
2.9952,5
2.9976,5
3,5
3.0024,5
3.0048,5
3.0072,5
3.0096,5
3.012,5
3.0144,5
3.0168,5
3.0192,5
3.0216,5
3.024,5
3.0264,5
3.0288,5
3.0312,5
3.0336,5
3.036,5
3.0384,5
3.0408,5
3.0432,5
3.0456,5
3.048,5
3.0504,5
3.0528,5
3.0552,5
3.0576,5
3.06,5
3.0624,5
3.0648,5
3.0672,5
3.0696,5
3.072,5
3.0744,5
3.0768,5
3.0792,5
3.0816,5
3.084,5
3.0864,5
3.0888,5
3.0912,5
3.0936,5
3.096,5
3.0984,5
3.1008,5
3.1032,5
3.1056,5
3.108,5
3.1104,5
3.1128,5
3.1152,5
3.1176,5
3.12,5
3.1224,5
3.1248,5
3.1272,5
3.1296,5
3.132,5
3.1344,5
3.1368,5
3.1392,5
3.1416,5
3.144,5
3.1464,5
3.1488,5
3.1512,5
3.1536,5
3.156,5
3.1584,5
3.1608,5
3.1632,5
3.1656,5
3.168,5
3.1704,5
3.1728,5
3.1752,5
3.1776,5
3.18,5
3.1824,5
3.1848,5
3.1872,5
3.1896,5
3.192,5
3.1944,5
3.1968,5
3.1992,5
3.2016,5
3.204,5
3.2064,5
3.2088,5
3.2112,5
3.2136,5
3.216,5
3.2184,5
3.2208,5
3.2232,5
3.2256,5
3.228,5
3.2304,5
3.2328,5
3.2352,5
3.2376,5
3.24,5
3.2424,5
3.2448,5
3.2472,5
3.2496,5
3.252,5
3.2544,5
3.2568,5
3.2592,5
3.2616,5
3.264,5
3.2664,5
3.2688,5
3.2712,5
3.2736,5
3.276,5
3.2784,5
3.2808,5
3.2832,5
3.2856,5
3.288,5
3.2904,5
3.2928,5
3.2952,5
3.2976,5
3.3,5
3.3024,5
3.3048,5
3.3072,5
3.3096,5
3.312,5
3.3144,5
3.3168,5
3.3192,5
3.3216,5
3.324,5
3.3264,5
3.3288,5
3.3312,5
3.3336,5
3.336,5
3.3384,5
3.3408,5
3.3432,5
3.3456,5
3.348,5
3.3504,5
3.3528,5
3.3552,5
3.3576,5
3.36,5
3.3624,5
3.3648,5
3.3672,5
3.3696,5
3.372,5
3.3744,5
3.3768,5
3.3792,5
3.3816,5
3.384,5
3.3864,5
3.3888,5
3.3912,5
3.3936,5
3.396,5
3.3984,5
3.4008,5
3.4032,5
3.4056,5
3.408,5
3.4104,5
3.4128,5
3.4152,5
3.4176,5
3.42,5
3.4224,5
3.4248,5
3.4272,5
3.4296,5
3.432,5
3.4344,5
3.4368,5
3.4392,5
3.4416,5
3.444,5
3.4464,5
3.4488,5
3.4512,5
3.4536,5
3.456,5
3.4584,5
3.4608,5
3.4632,5
3.4656,5
3.468,5
3.4704,5
3.4728,5
3.4752,5
3.4776,5
3.48,5
3.4824,5
3.4848,5
3.4872,5
3.4896,5
3.492,5
3.4944,5
3.4968,5
3.4992,5
3.5016,5
3.504,5
3.5064,5
3.5088,5
3.5112,5
3.5136,5
3.516,5
3.5184,5
3.5208,5
3.5232,5
3.5256,5
3.528,5
3.5304,5
3.5328,5
3.5352,5
3.5376,5
3.54,5
3.5424,5
3.5448,5
3.5472,5
3.5496,5
3.552,5
3.5544,5
3.5568,5
3.5592,5
3.5616,5
3.564,5
3.5664,5
3.5688,5
3.5712,5
3.5736,5
3.576,5
3.5784,5
3.5808,5
3.5832,5
3.5856,5
3.588,5
3.5904,5
3.5928,5
3.5952,5
3.5976,5
3.6,5
3.6024,5
3.6048,5
3.6072,5
3.6096,5
3.612,5
3.6144,5
3.6168,5
3.6192,5
3.6216,5
3.624,5
3.6264,5
3.6288,5
3.6312,5
3.6336,5
3.636,5
3.6384,5
3.6408,5
3.6432,5
3.6456,5
3.648,5
3.6504,5
3.6528,5
3.6552,5
3.6576,5
3.66,5
3.6624,5
3.6648,5
3.6672,5
3.6696,5
3.672,5
3.6744,5
3.6768,5
3.6792,5
3.6816,5
3.684,5
3.6864,5
3.6888,5
3.6912,5
3.6936,5
3.696,5
3.6984,5
3.7008,5
3.7032,5
3.7056,5
3.708,5
3.7104,5
3.7128,5
3.7152,5
3.7176,5
3.72,5
3.7224,5
3.7248,5
3.7272,5
3.7296,5
3.732,5
3.7344,5
3.7368,5
3.7392,5
3.7416,5
3.744,5
3.7464,5
3.7488,5
3.7512,5
3.7536,5
3.756,5
3.7584,5
3.7608,5
3.7632,5
3.7656,5
3.768,5
3.7704,5
3.7728,5
3.7752,5
3.7776,5
3.78,5
3.7824,5
3.7848,5
3.7872,5
3.7896,5
3.792,5
3.7944,5
3.7968,5
3.7992,5
3.8016,5
3.804,5
3.8064,5
3.8088,5
3.8112,5
3.8136,5
3.816,5
3.8184,5
3.8208,5
3.8232,5
3.8256,5
3.828,5
3.8304,5
3.8328,5
3.8352,5
3.8376,5
3.84,5
3.8424,5
3.8448,5
3.8472,5
3.8496,5
3.852,5
3.8544,5
3.8568,5
3.8592,5
3.8616,5
3.864,5
3.8664,5
3.8688,5
3.8712,5
3.8736,5
3.876,5
3.8784,5
3.8808,5
3.8832,5
3.8856,5
3.888,5
3.8904,5
3.8928,5
3.8952,5
3.8976,5
3.9,5
3.9024,5
3.9048,5
3.9072,5
3.9096,5
3.912,5
3.9144,5
3.9168,5
3.9192,5
3.9216,5
3.924,5
3.9264,5
3.9288,5
3.9312,5
3.9336,5
3.936,5
3.9384,5
3.9408,5
3.9432,5
3.9456,5
3.948,5
3.9504,5
3.9528,5
3.9552,5
3.9576,5
3.96,5
3.9624,5
3.9648,5
3.9672,5
3.9696,5
3.972,5
3.9744,5
3.9768,5
3.9792,5
3.9816,5
3.984,5
3.9864,5
3.9888,5
3.9912,5
3.9936,5
3.996,5
3.9984,5
4.0008,5
4.0032,5
4.0056,5
4.008,5
4.0104,5
4.0128,5
4.0152,5
4.0176,5
4.02,5
4.0224,5
4.0248,5
4.0272,5
4.0296,5
4.032,5
4.0344,5
4.0368,5
4.0392,5
4.0416,5
4.044,5
4.0464,5
4.0488,5
4.0512,5
4.0536,5
4.056,5
4.0584,5
4.0608,5
4.0632,5
4.0656,5
4.068,5
4.0704,5
4.0728,5
4.0752,5
4.0776,5
4.08,5
4.0824,5
4.0848,5
4.0872,5
4.0896,5
4.092,5
4.0944,5
4.0968,5
4.0992,5
4.1016,5
4.104,5
4.1064,5
4.1088,5
4.1112,5
4.1136,5
4.116,5
4.1184,5
4.1208,5
4.1232,5
4.1256,5
4.128,5
4.1304,5
4.1328,5
4.1352,5
4.1376,5
4.14,5
4.1424,5
4.1448,5
4.1472,5
4.1496,5
4.152,5
4.1544,5
4.1568,5
4.1592,5
4.1616,5
4.164,5
4.1664,5
4.1688,5
4.1712,5
4.1736,5
4.176,5
4.1784,5
4.1808,5
4.1832,5
4.1856,5
4.188,5
4.1904,5
4.1928,5
4.1952,5
4.1976,5
4.2,5
4.2024,5
4.2048,5
4.2072,5
4.2096,5
4.212,5
4.2144,5
4.2168,5
4.2192,5
4.2216,5
4.224,5
4.2264,5
4.2288,5
4.2312,5
4.2336,5
4.236,5
4.2384,5
4.2408,5
4.2432,5
4.2456,5
4.248,5
4.2504,5
4.2528,5
4.2552,5
4.2576,5
4.26,5
4.2624,5
4.2648,5
4.2672,5
4.2696,5
4.272,5
4.2744,5
4.2768,5
4.2792,5
4.2816,5
4.284,5
4.2864,5
4.2888,5
4.2912,5
4.2936,5
4.296,5
4.2984,5
4.3008,5
4.3032,5
4.3056,5
4.308,5
4.3104,5
4.3128,5
4.3152,5
4.3176,5
4.32,5
4.3224,5
4.3248,5
4.3272,5
4.3296,5
4.332,5
4.3344,5
4.3368,5
4.3392,5
4.3416,5
4.344,5
4.3464,5
4.3488,5
4.3512,5
4.3536,5
4.356,5
4.3584,5
4.3608,5
4.3632,5
4.3656,5
4.368,5
4.3704,5
4.3728,5
4.3752,5
4.3776,5
4.38,5
4.3824,5
4.3848,5
4.3872,5
4.3896,5
4.392,5
4.3944,5
4.3968,5
4.3992,5
4.4016,5
4.404,5
4.4064,5
4.4088,5
4.4112,5
4.4136,5
4.416,5
4.4184,5
4.4208,5
4.4232,5
4.4256,5
4.428,5
4.4304,5
4.4328,5
4.4352,5
4.4376,5
4.44,5
4.4424,5
4.4448,5
4.4472,5
4.4496,5
4.452,5
4.4544,5
4.4568,5
4.4592,5
4.4616,5
4.464,5
4.4664,5
4.4688,5
4.4712,5
4.4736,5
4.476,5
4.4784,5
4.4808,5
4.4832,5
4.4856,5
4.488,5
4.4904,5
4.4928,5
4.4952,5
4.4976,5
4.5,5
4.5024,5
4.5048,5
4.5072,5
4.5096,5
4.512,5
4.5144,5
4.5168,5
4.5192,5
4.5216,5
4.524,5
4.5264,5
4.5288,5
4.5312,5
4.5336,5
4.536,5
4.5384,5
4.5408,5
4.5432,5
4.5456,5
4.548,5
4.5504,5
4.5528,5
4.5552,5
4.5576,5
4.56,5
4.5624,5
4.5648,5
4.5672,5
4.5696,5
4.572,5
4.5744,5
4.5768,5
4.5792,5
4.5816,5
4.584,5
4.5864,5
4.5888,5
4.5912,5
4.5936,5
4.596,5
4.5984,5
4.6008,5
4.6032,5
4.6056,5
4.608,5
4.6104,5
4.6128,5
4.6152,5
4.6176,5
4.62,5
4.6224,5
4.6248,5
4.6272,5
4.6296,5
4.632,5
4.6344,5
4.6368,5
4.6392,5
4.6416,5
4.644,5
4.6464,5
4.6488,5
4.6512,5
4.6536,5
4.656,5
4.6584,5
4.6608,5
4.6632,5
4.6656,5
4.668,5
4.6704,5
4.6728,5
4.6752,5
4.6776,5
4.68,5
4.6824,5
4.6848,5
4.6872,5
4.6896,5
4.692,5
4.6944,5
4.6968,5
4.6992,5
4.7016,5
4.704,5
4.7064,5
4.7088,5
4.7112,5
4.7136,5
4.716,5
4.7184,5
4.7208,5
4.7232,5
4.7256,5
4.728,5
4.7304,5
4.7328,5
4.7352,5
4.7376,5
4.74,5
4.7424,5
4.7448,5
4.7472,5
4.7496,5
4.752,5
4.7544,5
4.7568,5
4.7592,5
4.7616,5
4.764,5
4.7664,5
4.7688,5
4.7712,5
4.7736,5
4.776,5
4.7784,5
4.7808,5
4.7832,5
4.7856,5
4.788,5
4.7904,5
4.7928,5
4.7952,5
4.7976,5
4.8,5
4.8024,5
4.8048,5
4.8072,5
4.8096,5
4.812,5
4.8144,5
4.8168,5
4.8192,5
4.8216,5
4.824,5
4.8264,5
4.8288,5
4.8312,5
4.8336,5
4.836,5
4.8384,5
4.8408,5
4.8432,5
4.8456,5
4.848,5
4.8504,5
4.8528,5
4.8552,5
4.8576,5
4.86,5
4.8624,5
4.8648,5
4.8672,5
4.8696,5
4.872,5
4.8744,5
4.8768,5
4.8792,5
4.8816,5
4.884,5
4.8864,5
4.8888,5
4.8912,5
4.8936,5
4.896,5
4.8984,5
4.9008,5
4.9032,5
4.9056,5
4.908,5
4.9104,5
4.9128,5
4.9152,5
4.9176,5
4.92,5
4.9224,5
4.9248,5
