"time","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valveOpening.y","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Valve.minLimiter.y","downstreamPressure.y"
0.036,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.038,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.04,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.042,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.044,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.046,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.048,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.05,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.052,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.054,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.056,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.058,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.06,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.062,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.064,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.066,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.068,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.07,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.072,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.074,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.076,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.078,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.08,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.082,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.084,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.086,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.088,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.09,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.092,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.094,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.096,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.098,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.1,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.102,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.104,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.106,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.108,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.11,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.112,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.114,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.116,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.118,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.12,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.122,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.124,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.126,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.128,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.13,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.132,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.134,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.136,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.138,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.14,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.142,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.144,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.146,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.148,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.15,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.152,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.154,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.156,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.158,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.16,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.162,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.164,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.166,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.168,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.17,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.172,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.174,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.176,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.178,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.18,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.182,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.184,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.186,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.188,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.19,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.192,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.194,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.196,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.198,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.2,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.202,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.204,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.206,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.208,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.21,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.212,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.214,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.216,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.218,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.22,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.222,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.224,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.226,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.228,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.23,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.232,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.234,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.236,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.238,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.24,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.242,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.244,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.246,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.248,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.25,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.252,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.254,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.256,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.258,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.26,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.262,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.264,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.266,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.268,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.27,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.272,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.274,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.276,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.278,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.28,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.282,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.284,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.286,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
0.288,-1.45967831862965,100000,84011.8111671368,1.45967831862965,100000,84011.8111671368,-1.45967831862965,142612.641266409,84065.1719748871,1,-1.45967831862965,100000,84065.1719748871,1,100000
